"ID","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","Gene.ID","condition"
"A_24_P361480",0.000102235397050756,1.49392744440307e-05,4.99031146065991,2.57846984937292,2.03746470588235,"TANC2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2","26115",TRUE
"A_32_P60635",0.000104607872554326,1.53598005703629e-05,-4.9812810564225,2.55124964993811,-2.302676634,"C11orf97","chromosome 11 open reading frame 97","643037",TRUE
"A_24_P354689",0.000109887203579708,1.63644600189441e-05,-4.96066279056441,2.48913420092132,-2.45383529411765,"SPOCK1","sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1","6695",TRUE
"A_23_P2501",0.000110411436373438,1.6458284005256e-05,-4.95880179236603,2.48353002688481,-3.60791764705882,"PAH","phenylalanine hydroxylase","5053",TRUE
"A_32_P11670",0.000112037197484426,1.67505463501776e-05,-4.95307146384598,2.46627629491883,-2.331204972,"THSD7A","thrombospondin type 1 domain containing 7A","221981",TRUE
"A_23_P52017",0.000114686393231273,1.72343309317775e-05,4.94380037223194,2.43836944980583,2.42455882352941,"ASPM","abnormal spindle microtubule assembly","259266",TRUE
"A_23_P17065",0.000121743901127618,1.85276470508352e-05,4.92022816802588,2.36745986151835,2.02571764705882,"CCL20","C-C motif chemokine ligand 20","6364",TRUE
"A_32_P41604",0.000125888671358275,1.93213449952197e-05,-4.90655669154952,2.32636361352491,-2.41298956582353,"F5","coagulation factor V","2153",TRUE
"A_32_P80741",0.000129695720594653,2.00239083887679e-05,4.8949115301889,2.29137620662035,2.98658823529412,"C8orf22","chromosome 8 open reading frame 22","492307",TRUE
"A_23_P217178",0.000131501559732469,2.03529974502103e-05,4.88959532383724,2.27540938387365,3.10505228758824,"MAGEC1","MAGE family member C1","9947",TRUE
"A_23_P28815",0.000143568646282057,2.25084751840048e-05,-4.85674814553812,2.17683331882186,-2.36622352941177,"CYP24A1","cytochrome P450 family 24 subfamily A member 1","1591",TRUE
"A_23_P213171",0.000143873773575649,2.25810475851422e-05,-4.85569722120405,2.17368168949509,-2.54582352941176,"MTTP","microsomal triglyceride transfer protein","4547",TRUE
"A_32_P158181",0.000155455221596138,2.47040430098937e-05,-4.82634808631515,2.08572389376888,-2.16407450982353,"TNFSF15","tumor necrosis factor superfamily member 15","9966",TRUE
"A_23_P126089",0.000156429912676099,2.48882581727171e-05,4.82392031881848,2.078453051541,2.19458823529412,"SPRR2C","small proline rich protein 2C (pseudogene)","6702",TRUE
"A_24_P926410",0.000163912223156131,2.64407647002455e-05,-4.80413919022976,2.01924048622604,-2.873875817,"PAH","phenylalanine hydroxylase","5053",TRUE
"A_23_P151805",0.000164384975737979,2.65351532086224e-05,-4.80297389451526,2.0157539472964,-2.07338823529412,"FBLN5","fibulin 5","10516",TRUE
"A_24_P77008",0.000176730342047596,2.89750846100742e-05,-4.77419367322101,1.92970318106945,-2.05225326794118,"PTGS2","prostaglandin-endoperoxide synthase 2","5743",TRUE
"A_23_P201551",0.000177127713964323,2.90506539521461e-05,-4.77334106376145,1.92715569020541,-2.01392728758824,"VAV3","vav guanine nucleotide exchange factor 3","10451",TRUE
"A_24_P356930",0.000193073465102745,3.2205412688913e-05,-4.73957466700779,1.82634868189036,-2.19023529411765,"CYP24A1","cytochrome P450 family 24 subfamily A member 1","1591",TRUE
"A_24_P324141",0.000198055895846899,3.32636968435141e-05,4.72897665510079,1.79474295089938,2.35788795517647,"MUC5B","mucin 5B, oligomeric mucus/gel-forming","727897",TRUE
"A_23_P257231",0.000199776369994705,3.3587909020817e-05,-4.72579649869843,1.78526219129914,-2.44797794117647,"ETNPPL","ethanolamine-phosphate phospho-lyase","64850",TRUE
"A_23_P167349",0.00020197573600526,3.40527360074754e-05,-4.72128959678253,1.77182865568134,-2.00379477123529,"GC","GC, vitamin D binding protein","2638",TRUE
"A_24_P359859",0.000203377904167988,3.43478872343156e-05,4.71845929659533,1.76339403130892,2.2552,"HDAC4","histone deacetylase 4","9759",TRUE
"A_23_P111583",0.000207199392826978,3.51711187718245e-05,4.71069024988411,1.74024748124455,2.17513529411765,"CD36","CD36 molecule","948",TRUE
"A_24_P497235",0.000215626554088165,3.69725962175517e-05,4.69429785012526,1.6914388017118,2.00219607841176,"LOC100507460","uncharacterized LOC100507460","100507460",TRUE
"A_24_P923011",0.000223052048964322,3.84984241226731e-05,-4.68101941260744,1.65193190475219,-2.09088725488235,"PLG","plasminogen","5340",TRUE
"A_23_P136721",0.000239580041245515,4.19219267418546e-05,4.65302495390085,1.56873031697052,2.12185555552941,"ERVH-4","endogenous retrovirus group H member 4","51359",TRUE
"A_23_P58706",0.00024610076607403,4.33814309983429e-05,4.64177064460774,1.53531646127647,2.89239411764706,"SPINK13","serine peptidase inhibitor, Kazal type 13 (putative)","153218",TRUE
"A_23_P74609",0.000250694612413354,4.4391799967554e-05,-4.63419644579063,1.51284019386079,-2.03887675070588,"G0S2","G0/G1 switch 2","50486",TRUE
"A_23_P114713",0.000259432181550327,4.63190579457487e-05,-4.62020914710572,1.47135756554409,-2.04827941176471,"CYP4B1","cytochrome P450 family 4 subfamily B member 1","1580",TRUE
"A_32_P14178",0.00026728307114998,4.80037188199828e-05,-4.60844507166069,1.43649317483967,-2.03701003729412,"PLG","plasminogen","5340",TRUE
"A_23_P35995",0.00026868584490216,4.83109762305696e-05,-4.60634346736795,1.43026719472838,-2.02735294117647,"CLMP","CXADR like membrane protein","79827",TRUE
"A_23_P46045",0.000285073747158061,5.18697040978813e-05,4.58291927387492,1.36092314281738,2.41609656864706,"RGS5","regulator of G-protein signaling 5","8490",TRUE
"A_23_P352494",0.000287378069618401,5.24175380554093e-05,4.57945478411408,1.35067484627836,2.03612124182353,"RHOXF2","Rhox homeobox family member 2","84528",TRUE
"A_23_P166109",0.000300839582567146,5.53931345040984e-05,-4.56123923978726,1.29682521724236,-2.17105882352941,"FLRT3","fibronectin leucine rich transmembrane protein 3","23767",TRUE
"A_24_P289260",0.00031314627685928,5.81244859668525e-05,-4.54534865100421,1.24989554655829,-2.57535714288235,"DACT2","dishevelled binding antagonist of beta catenin 2","168002",TRUE
"A_23_P40174",0.00031314627685928,5.81282727661113e-05,4.54532713492576,1.24983203302065,2.09141176470588,"MMP9","matrix metallopeptidase 9","4318",TRUE
"A_23_P401774",0.000331761229067255,6.23807744212781e-05,-4.5219965346458,1.18101033250116,-2.17350147058824,"ELMOD1","ELMO domain containing 1","55531",TRUE
"A_23_P214079",0.000355768055587402,6.79347672472913e-05,-4.49378007177154,1.09790665164728,-3.11364183005882,"SPINK1","serine peptidase inhibitor, Kazal type 1","6690",TRUE
"A_24_P911179",0.000363946888018452,6.98926181502581e-05,4.48437236580567,1.07023125590381,2.06402614376471,"ASPM","abnormal spindle microtubule assembly","259266",TRUE
"A_32_P110872",0.000383668289443688,7.44586814640174e-05,-4.46340278285969,1.00860264239738,-2.152,"GGACT","gamma-glutamylamine cyclotransferase","87769",TRUE
"A_24_P926507",0.000424452963572909,8.41370144226993e-05,-4.42284978670767,0.889656380417192,-2.06434360411765,"SLC14A1","solute carrier family 14 member 1 (Kidd blood group)","6563",TRUE
"A_24_P42453",0.000434363541113808,8.64434295892706e-05,-4.41386423228684,0.863343968036929,-2.21483221288235,"MTRNR2L2","MT-RNR2-like 2","100462981",TRUE
"A_32_P206123",0.000438829977258069,8.75775456113889e-05,-4.40953192726079,0.850663356875184,-2.17739215688235,"PLG","plasminogen","5340",TRUE
"A_24_P111096",0.000452901529247059,9.09799832575187e-05,4.39685801529236,0.813588342586799,3.35396923435294,"PFKFB3","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3","5209",TRUE
"A_23_P155463",0.000486364316695547,9.9510270808113e-05,-4.36702427616378,0.726443219751018,-2.22330441176471,"LRRC2","leucine rich repeat containing 2","79442",TRUE
"A_23_P114983",0.000506522462474691,0.000104558345833501,-4.35053133812345,0.678345067028506,-2.02638970588235,"TRIM63","tripartite motif containing 63","84676",TRUE
"A_23_P38388",0.000520370803226515,0.000107845540312196,4.34020676499028,0.648264411084195,2.21728781511765,"TMEM92","transmembrane protein 92","162461",TRUE
"A_24_P260101",0.000532994252828082,0.000111135839116956,-4.33017731768793,0.619065034156308,-2.32988235294118,"MME","membrane metallo-endopeptidase","4311",TRUE
"A_23_P94103",0.00053312541282118,0.00011118595772923,-4.33002681133159,0.618627017042003,-2.19089084964706,"SCARA5","scavenger receptor class A member 5","286133",TRUE
"A_23_P71226",0.000615346856799924,0.000132415954007537,-4.27159817643773,0.448950961460622,-2.38036666664706,"SLC13A1","solute carrier family 13 member 1","6561",TRUE
"A_23_P30693",0.000620319877455137,0.000133632060194171,-4.26853597213528,0.440078954881836,-2.29818954247059,"PLG","plasminogen","5340",TRUE
"A_23_P436284",0.000683679707711115,0.000150471279643599,-4.22873206120382,0.32494839118281,-2.20528529411765,"SLC51B","solute carrier family 51 beta subunit","123264",TRUE
"A_23_P207371",0.000750604099013262,0.000168343910082244,-4.19100109384573,0.216149584641823,-2.14520420170588,"G6PC","glucose-6-phosphatase catalytic subunit","2538",TRUE
"A_23_P95221",0.00077679542143425,0.000175451851320478,-4.17707599357269,0.17608055813834,-2.670392437,"LPA","lipoprotein(a)","4018",TRUE
"A_23_P211363",0.000816541758039171,0.000185918281927796,4.15754500644408,0.119959021884989,2.00066013070588,"GNAZ","G protein subunit alpha z","2781",TRUE
"A_23_P59691",0.00091902336334235,0.000214179525349877,4.10974143634896,-0.0170091778854982,2.00791911764706,"PAX4","paired box 4","5078",TRUE
"A_32_P213521",0.00133022801611599,0.000332654820666456,-3.95997819858506,-0.442296656262286,-2.44329460782353,"EMCN","endomucin","51705",TRUE
"A_24_P76809",0.00145675023092366,0.000370978984038386,-3.92262950673409,-0.547402586172286,-2.04698223617647,"PTPRO","protein tyrosine phosphatase, receptor type O","5800",TRUE
"A_32_P7974",0.00146661202928202,0.000373921791570579,3.91991889920103,-0.555015224089689,2.75525441176471,"TDRD10","tudor domain containing 10","126668",TRUE
"A_23_P54736",0.00160964403798989,0.00041703328680437,3.88242409810377,-0.660098910285643,2.58103081229412,"GNG13","G protein subunit gamma 13","51764",TRUE
"A_23_P32165",0.0016638326893367,0.000434246771357101,3.86849698480829,-0.699025974629509,2.16908071894118,"LHX2","LIM homeobox 2","9355",TRUE
"A_24_P253454",0.00186745482776674,0.000498529914018793,3.8208398354279,-0.831788929133158,2.53713823529412,"RGMA","repulsive guidance molecule family member a","56963",TRUE
"A_23_P385067",0.00188467049432414,0.000504456188550789,-3.81675133024305,-0.843146367728847,-2.08733204952941,"CLIC6","chloride intracellular channel 6","54102",TRUE
"A_23_P39955",0.00189024798361602,0.000506393865367807,3.81542464200959,-0.84683065904763,2.18398529411765,"ACTG2","actin, gamma 2, smooth muscle, enteric","72",TRUE
"A_32_P202798",0.00206806830932083,0.000563460107925138,3.7784107784654,-0.949399131790127,2.30336470588235,"ZNF595","zinc finger protein 595","152687",TRUE
"A_23_P165598",0.00260425703468384,0.000741490914046109,-3.68266761122183,-1.21267149867052,-2.16418088235294,"DAPL1","death associated protein like 1","92196",TRUE
"A_23_P408249",0.00746025047650929,0.00261409388571843,-3.23060382655547,-2.41084020366565,-2.23546470588235,"PCK1","phosphoenolpyruvate carboxykinase 1","5105",TRUE
